year,planting_trees_amount,house_migration_amount,dam_levee_construction_cost,paddy_dam_construction_cost,capacity_building_cost,transportation_invest,agricultural_RnD_cost,cp_climate_params,user_name,scenario_name,timestamp
2031,100.0,0.0,1.0,0.0,0.0,0.0,5.0,4.5,こっしー,シナリオ1,2025-05-25 02:27:29.982353+00:00
2032,100.0,0.0,1.0,0.0,0.0,0.0,5.0,4.5,こっしー,シナリオ1,2025-05-25 02:27:30.422628+00:00
2033,100.0,0.0,1.0,0.0,0.0,0.0,5.0,4.5,こっしー,シナリオ1,2025-05-25 02:27:30.839666+00:00
2034,100.0,0.0,1.0,0.0,0.0,0.0,5.0,4.5,こっしー,シナリオ1,2025-05-25 02:27:31.269545+00:00
2035,100.0,0.0,1.0,0.0,0.0,0.0,5.0,4.5,こっしー,シナリオ1,2025-05-25 02:27:31.728061+00:00
2036,100.0,0.0,1.0,0.0,0.0,0.0,5.0,4.5,こっしー,シナリオ1,2025-05-25 02:27:32.116573+00:00
2037,100.0,0.0,1.0,0.0,0.0,0.0,5.0,4.5,こっしー,シナリオ1,2025-05-25 02:27:32.505409+00:00
2038,100.0,0.0,1.0,0.0,0.0,0.0,5.0,4.5,こっしー,シナリオ1,2025-05-25 02:27:32.919920+00:00
2039,100.0,0.0,1.0,0.0,0.0,0.0,5.0,4.5,こっしー,シナリオ1,2025-05-25 02:27:33.314457+00:00
2040,100.0,0.0,1.0,0.0,0.0,0.0,5.0,4.5,こっしー,シナリオ1,2025-05-25 02:27:33.725097+00:00
2041,100.0,0.0,1.0,0.0,0.0,0.0,5.0,4.5,こっしー,シナリオ1,2025-05-25 02:27:34.108629+00:00
2042,100.0,0.0,1.0,0.0,0.0,0.0,5.0,4.5,こっしー,シナリオ1,2025-05-25 02:27:34.494407+00:00
2043,100.0,0.0,1.0,0.0,0.0,0.0,5.0,4.5,こっしー,シナリオ1,2025-05-25 02:27:34.891787+00:00
2044,100.0,0.0,1.0,0.0,0.0,0.0,5.0,4.5,こっしー,シナリオ1,2025-05-25 02:27:35.303410+00:00
2045,100.0,0.0,1.0,0.0,0.0,0.0,5.0,4.5,こっしー,シナリオ1,2025-05-25 02:27:35.682602+00:00
2046,100.0,0.0,1.0,0.0,0.0,0.0,5.0,4.5,こっしー,シナリオ1,2025-05-25 02:27:36.117108+00:00
2047,100.0,0.0,1.0,0.0,0.0,0.0,5.0,4.5,こっしー,シナリオ1,2025-05-25 02:27:36.597533+00:00
2048,100.0,0.0,1.0,0.0,0.0,0.0,5.0,4.5,こっしー,シナリオ1,2025-05-25 02:27:37.063522+00:00
2049,100.0,0.0,1.0,0.0,0.0,0.0,5.0,4.5,こっしー,シナリオ1,2025-05-25 02:27:37.422142+00:00
2050,100.0,0.0,1.0,0.0,0.0,0.0,5.0,4.5,こっしー,シナリオ1,2025-05-25 02:27:37.847850+00:00
2051,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:32:40.180702+00:00
2052,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:32:40.448164+00:00
2053,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:32:40.852234+00:00
2054,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:32:41.266167+00:00
2055,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:32:41.637706+00:00
2056,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:32:42.109713+00:00
2057,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:32:42.462020+00:00
2058,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:32:42.803236+00:00
2059,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:32:43.186663+00:00
2060,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:32:43.511163+00:00
2061,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:32:43.831850+00:00
2062,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:32:44.191032+00:00
2063,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:32:44.539080+00:00
2064,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:32:44.903474+00:00
2065,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:32:45.253867+00:00
2066,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:32:45.579529+00:00
2067,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:32:45.871564+00:00
2068,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:32:46.217867+00:00
2069,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:32:46.558620+00:00
2070,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:32:46.960257+00:00
2071,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:32:47.328536+00:00
2072,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:32:47.579082+00:00
2073,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:32:47.906945+00:00
2074,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:32:48.258023+00:00
2075,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:32:48.619813+00:00
2076,0.0,0.0,0.0,0.0,10.0,10.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:35:29.920430+00:00
2077,0.0,0.0,0.0,0.0,10.0,10.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:35:30.195466+00:00
2078,0.0,0.0,0.0,0.0,10.0,10.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:35:30.476782+00:00
2079,0.0,0.0,0.0,0.0,10.0,10.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:35:30.766207+00:00
2080,0.0,0.0,0.0,0.0,10.0,10.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:35:31.025995+00:00
2081,0.0,0.0,0.0,0.0,10.0,10.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:35:31.290052+00:00
2082,0.0,0.0,0.0,0.0,10.0,10.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:35:31.551882+00:00
2083,0.0,0.0,0.0,0.0,10.0,10.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:35:31.883411+00:00
2084,0.0,0.0,0.0,0.0,10.0,10.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:35:32.125593+00:00
2085,0.0,0.0,0.0,0.0,10.0,10.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:35:32.514766+00:00
2086,0.0,0.0,0.0,0.0,10.0,10.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:35:32.782754+00:00
2087,0.0,0.0,0.0,0.0,10.0,10.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:35:33.071610+00:00
2088,0.0,0.0,0.0,0.0,10.0,10.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:35:33.427367+00:00
2089,0.0,0.0,0.0,0.0,10.0,10.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:35:33.722601+00:00
2090,0.0,0.0,0.0,0.0,10.0,10.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:35:33.991785+00:00
2091,0.0,0.0,0.0,0.0,10.0,10.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:35:34.316824+00:00
2092,0.0,0.0,0.0,0.0,10.0,10.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:35:34.588040+00:00
2093,0.0,0.0,0.0,0.0,10.0,10.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:35:34.850598+00:00
2094,0.0,0.0,0.0,0.0,10.0,10.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:35:35.114412+00:00
2095,0.0,0.0,0.0,0.0,10.0,10.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:35:35.366129+00:00
2096,0.0,0.0,0.0,0.0,10.0,10.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:35:35.613121+00:00
2097,0.0,0.0,0.0,0.0,10.0,10.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:35:35.854478+00:00
2098,0.0,0.0,0.0,0.0,10.0,10.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:35:36.117528+00:00
2099,0.0,0.0,0.0,0.0,10.0,10.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:35:36.389610+00:00
2100,0.0,0.0,0.0,0.0,10.0,10.0,0.0,4.5,こっしー,シナリオ1,2025-05-25 02:35:36.660016+00:00
2026,200.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,はまだ,シナリオ1,2025-05-25 02:40:31.462457+00:00
2027,200.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,はまだ,シナリオ1,2025-05-25 02:40:31.723544+00:00
2028,200.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,はまだ,シナリオ1,2025-05-25 02:40:32.159786+00:00
2029,200.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,はまだ,シナリオ1,2025-05-25 02:40:32.673715+00:00
2030,200.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,はまだ,シナリオ1,2025-05-25 02:40:33.235299+00:00
2031,200.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,はまだ,シナリオ1,2025-05-25 02:40:33.669601+00:00
2032,200.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,はまだ,シナリオ1,2025-05-25 02:40:34.182239+00:00
2033,200.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,はまだ,シナリオ1,2025-05-25 02:40:34.642461+00:00
2034,200.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,はまだ,シナリオ1,2025-05-25 02:40:35.090708+00:00
2035,200.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,はまだ,シナリオ1,2025-05-25 02:40:35.520222+00:00
2036,200.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,はまだ,シナリオ1,2025-05-25 02:40:35.957743+00:00
2037,200.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,はまだ,シナリオ1,2025-05-25 02:40:36.417870+00:00
2038,200.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,はまだ,シナリオ1,2025-05-25 02:40:36.830710+00:00
2039,200.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,はまだ,シナリオ1,2025-05-25 02:40:37.336314+00:00
2040,200.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,はまだ,シナリオ1,2025-05-25 02:40:37.793192+00:00
2041,200.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,はまだ,シナリオ1,2025-05-25 02:40:38.216102+00:00
2042,200.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,はまだ,シナリオ1,2025-05-25 02:40:38.568903+00:00
2043,200.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,はまだ,シナリオ1,2025-05-25 02:40:38.965721+00:00
2044,200.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,はまだ,シナリオ1,2025-05-25 02:40:39.352539+00:00
2045,200.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,はまだ,シナリオ1,2025-05-25 02:40:39.741464+00:00
2046,200.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,はまだ,シナリオ1,2025-05-25 02:40:40.090753+00:00
2047,200.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,はまだ,シナリオ1,2025-05-25 02:40:40.435732+00:00
2048,200.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,はまだ,シナリオ1,2025-05-25 02:40:40.798624+00:00
2049,200.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,はまだ,シナリオ1,2025-05-25 02:40:41.145337+00:00
2050,200.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,はまだ,シナリオ1,2025-05-25 02:40:41.477572+00:00
2051,0.0,5.0,0.0,0.0,0.0,5.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:42:17.863019+00:00
2052,0.0,5.0,0.0,0.0,0.0,5.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:42:18.365964+00:00
2053,0.0,5.0,0.0,0.0,0.0,5.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:42:18.706798+00:00
2054,0.0,5.0,0.0,0.0,0.0,5.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:42:19.049436+00:00
2055,0.0,5.0,0.0,0.0,0.0,5.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:42:19.393316+00:00
2056,0.0,5.0,0.0,0.0,0.0,5.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:42:19.736931+00:00
2057,0.0,5.0,0.0,0.0,0.0,5.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:42:20.161823+00:00
2058,0.0,5.0,0.0,0.0,0.0,5.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:42:20.526560+00:00
2059,0.0,5.0,0.0,0.0,0.0,5.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:42:20.829889+00:00
2060,0.0,5.0,0.0,0.0,0.0,5.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:42:21.099902+00:00
2061,0.0,5.0,0.0,0.0,0.0,5.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:42:21.435211+00:00
2062,0.0,5.0,0.0,0.0,0.0,5.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:42:21.730189+00:00
2063,0.0,5.0,0.0,0.0,0.0,5.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:42:22.053698+00:00
2064,0.0,5.0,0.0,0.0,0.0,5.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:42:22.366335+00:00
2065,0.0,5.0,0.0,0.0,0.0,5.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:42:22.687268+00:00
2066,0.0,5.0,0.0,0.0,0.0,5.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:42:23.041330+00:00
2067,0.0,5.0,0.0,0.0,0.0,5.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:42:23.381778+00:00
2068,0.0,5.0,0.0,0.0,0.0,5.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:42:23.669346+00:00
2069,0.0,5.0,0.0,0.0,0.0,5.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:42:23.908911+00:00
2070,0.0,5.0,0.0,0.0,0.0,5.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:42:24.228933+00:00
2071,0.0,5.0,0.0,0.0,0.0,5.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:42:24.499702+00:00
2072,0.0,5.0,0.0,0.0,0.0,5.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:42:24.795126+00:00
2073,0.0,5.0,0.0,0.0,0.0,5.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:42:25.132553+00:00
2074,0.0,5.0,0.0,0.0,0.0,5.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:42:25.394233+00:00
2075,0.0,5.0,0.0,0.0,0.0,5.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:42:25.661933+00:00
2076,0.0,0.0,1.0,5.0,5.0,0.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:44:20.041631+00:00
2077,0.0,0.0,1.0,5.0,5.0,0.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:44:20.314182+00:00
2078,0.0,0.0,1.0,5.0,5.0,0.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:44:20.587172+00:00
2079,0.0,0.0,1.0,5.0,5.0,0.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:44:20.893059+00:00
2080,0.0,0.0,1.0,5.0,5.0,0.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:44:21.185585+00:00
2081,0.0,0.0,1.0,5.0,5.0,0.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:44:21.461119+00:00
2082,0.0,0.0,1.0,5.0,5.0,0.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:44:21.708855+00:00
2083,0.0,0.0,1.0,5.0,5.0,0.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:44:21.958438+00:00
2084,0.0,0.0,1.0,5.0,5.0,0.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:44:22.223942+00:00
2085,0.0,0.0,1.0,5.0,5.0,0.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:44:22.493224+00:00
2086,0.0,0.0,1.0,5.0,5.0,0.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:44:22.747604+00:00
2087,0.0,0.0,1.0,5.0,5.0,0.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:44:23.030128+00:00
2088,0.0,0.0,1.0,5.0,5.0,0.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:44:23.364875+00:00
2089,0.0,0.0,1.0,5.0,5.0,0.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:44:23.604267+00:00
2090,0.0,0.0,1.0,5.0,5.0,0.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:44:23.848075+00:00
2091,0.0,0.0,1.0,5.0,5.0,0.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:44:24.101555+00:00
2092,0.0,0.0,1.0,5.0,5.0,0.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:44:24.393106+00:00
2093,0.0,0.0,1.0,5.0,5.0,0.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:44:24.627568+00:00
2094,0.0,0.0,1.0,5.0,5.0,0.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:44:24.890587+00:00
2095,0.0,0.0,1.0,5.0,5.0,0.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:44:25.152645+00:00
2096,0.0,0.0,1.0,5.0,5.0,0.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:44:25.422563+00:00
2097,0.0,0.0,1.0,5.0,5.0,0.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:44:25.676558+00:00
2098,0.0,0.0,1.0,5.0,5.0,0.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:44:25.926097+00:00
2099,0.0,0.0,1.0,5.0,5.0,0.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:44:26.170925+00:00
2100,0.0,0.0,1.0,5.0,5.0,0.0,0.0,4.5,はまだ,シナリオ1,2025-05-25 02:44:26.441235+00:00
2026,200.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:52:26.789243+00:00
2027,200.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:52:27.064509+00:00
2028,200.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:52:27.516687+00:00
2029,200.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:52:28.037436+00:00
2030,200.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:52:28.502307+00:00
2031,200.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:52:29.077106+00:00
2032,200.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:52:29.524108+00:00
2033,200.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:52:29.950964+00:00
2034,200.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:52:30.363460+00:00
2035,200.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:52:30.751741+00:00
2036,200.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:52:31.157957+00:00
2037,200.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:52:31.540242+00:00
2038,200.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:52:31.950510+00:00
2039,200.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:52:32.386488+00:00
2040,200.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:52:32.810388+00:00
2041,200.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:52:33.230572+00:00
2042,200.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:52:33.633960+00:00
2043,200.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:52:34.125349+00:00
2044,200.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:52:34.491711+00:00
2045,200.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:52:34.830770+00:00
2046,200.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:52:35.198585+00:00
2047,200.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:52:35.537978+00:00
2048,200.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:52:35.873538+00:00
2049,200.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:52:36.201515+00:00
2050,200.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:52:36.513059+00:00
2051,100.0,0.0,1.0,5.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:55:17.299365+00:00
2052,100.0,0.0,1.0,5.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:55:17.534134+00:00
2053,100.0,0.0,1.0,5.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:55:17.846945+00:00
2054,100.0,0.0,1.0,5.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:55:18.203326+00:00
2055,100.0,0.0,1.0,5.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:55:18.546479+00:00
2056,100.0,0.0,1.0,5.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:55:18.898632+00:00
2057,100.0,0.0,1.0,5.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:55:19.317992+00:00
2058,100.0,0.0,1.0,5.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:55:19.635019+00:00
2059,100.0,0.0,1.0,5.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:55:20.009152+00:00
2060,100.0,0.0,1.0,5.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:55:20.323950+00:00
2061,100.0,0.0,1.0,5.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:55:20.718617+00:00
2062,100.0,0.0,1.0,5.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:55:20.988844+00:00
2063,100.0,0.0,1.0,5.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:55:21.344300+00:00
2064,100.0,0.0,1.0,5.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:55:21.673985+00:00
2065,100.0,0.0,1.0,5.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:55:22.020237+00:00
2066,100.0,0.0,1.0,5.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:55:22.409125+00:00
2067,100.0,0.0,1.0,5.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:55:22.742318+00:00
2068,100.0,0.0,1.0,5.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:55:23.007888+00:00
2069,100.0,0.0,1.0,5.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:55:23.362989+00:00
2070,100.0,0.0,1.0,5.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:55:23.776903+00:00
2071,100.0,0.0,1.0,5.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:55:24.065674+00:00
2072,100.0,0.0,1.0,5.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:55:24.457757+00:00
2073,100.0,0.0,1.0,5.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:55:24.823049+00:00
2074,100.0,0.0,1.0,5.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:55:25.114746+00:00
2075,100.0,0.0,1.0,5.0,0.0,0.0,0.0,4.5,JK,シナリオ1,2025-05-25 02:55:25.411179+00:00
2076,0.0,5.0,0.0,0.0,0.0,5.0,5.0,4.5,JK,シナリオ1,2025-05-25 02:56:33.792641+00:00
2077,0.0,5.0,0.0,0.0,0.0,5.0,5.0,4.5,JK,シナリオ1,2025-05-25 02:56:34.086771+00:00
2078,0.0,5.0,0.0,0.0,0.0,5.0,5.0,4.5,JK,シナリオ1,2025-05-25 02:56:34.398065+00:00
2079,0.0,5.0,0.0,0.0,0.0,5.0,5.0,4.5,JK,シナリオ1,2025-05-25 02:56:34.723436+00:00
2080,0.0,5.0,0.0,0.0,0.0,5.0,5.0,4.5,JK,シナリオ1,2025-05-25 02:56:34.983606+00:00
2081,0.0,5.0,0.0,0.0,0.0,5.0,5.0,4.5,JK,シナリオ1,2025-05-25 02:56:35.240516+00:00
2082,0.0,5.0,0.0,0.0,0.0,5.0,5.0,4.5,JK,シナリオ1,2025-05-25 02:56:35.518790+00:00
2083,0.0,5.0,0.0,0.0,0.0,5.0,5.0,4.5,JK,シナリオ1,2025-05-25 02:56:35.775420+00:00
2084,0.0,5.0,0.0,0.0,0.0,5.0,5.0,4.5,JK,シナリオ1,2025-05-25 02:56:36.083196+00:00
2085,0.0,5.0,0.0,0.0,0.0,5.0,5.0,4.5,JK,シナリオ1,2025-05-25 02:56:36.341004+00:00
2086,0.0,5.0,0.0,0.0,0.0,5.0,5.0,4.5,JK,シナリオ1,2025-05-25 02:56:36.586873+00:00
2087,0.0,5.0,0.0,0.0,0.0,5.0,5.0,4.5,JK,シナリオ1,2025-05-25 02:56:36.828531+00:00
2088,0.0,5.0,0.0,0.0,0.0,5.0,5.0,4.5,JK,シナリオ1,2025-05-25 02:56:37.083487+00:00
2089,0.0,5.0,0.0,0.0,0.0,5.0,5.0,4.5,JK,シナリオ1,2025-05-25 02:56:37.327565+00:00
